Table_Number,Year,Measure,Age,Sex,Indigenous_Status,CS_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
8A.7,2014-15,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,217.3,213.6,352.5,148.1,357.1,439,249.9,195,251.2
8A.7,2014-15,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),na,na,na,na,na,na,na,na,na
8A.7,2013-14,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,12475,8587,12120,2884,4634,1758,1128,265,43851
8A.7,2013-14,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,221.5,190.1,345,154.2,357.7,458.7,380.4,197.8,248.5
8A.7,2013-14,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),na,na,na,na,na,na,na,na,na
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Prison,,Imprisonment rate per 100000 adults,Crude,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,139.9,108,155.9,174.2,154.8,116.2,77.4,177.1,138.1
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Prison,,Imprisonment rate per 100000 adults,Age-standardised,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),153.4,114.3,173.2,191.3,179.3,140.8,73.9,170.2,150.7
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Community corrections rate per 100000 adults,Crude,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,396.6,169.4,337.7,185.8,345.5,341.3,175.2,206.4,292.8
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Community corrections rate per 100000 adults,Age-standardised,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),412.2,170.2,354.5,191.6,379.9,391.9,160.6,188.1,302.8
8A.8,2021-22,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Prison,,Imprisonment rate per 100000 adults,Crude,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,143.3,111.6,157.1,190.4,161.6,116.4,86.5,194.7,142.6
8A.8,2021-22,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Prison,,Imprisonment rate per 100000 adults,Age-standardised,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),157.6,117.8,174.5,209.9,188.9,145.3,87.2,193.1,156.1
8A.8,2021-22,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Community corrections rate per 100000 adults,Crude,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,409.5,153.1,362.3,201.1,368.8,388.3,233,205.1,303
8A.8,2021-22,Imprisonment and community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Community corrections rate per 100000 adults,Age-standardised,Non-Indigenous,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),426.6,153.8,380.5,208.1,408.6,458.6,222.2,191.3,314.2
8A.10,2022-23,Prisoner employment,Adults,All people,Non-Indigenous people,Prison,,Prisoner employment,Non-Indigenous,,,,Derived from State and territory governments (unpublished),%,88.8,93.7,69.9,92.3,77.4,73.3,91.8,87.5,85.3
8A.10,2021-22,Prisoner employment,Adults,All people,Non-Indigenous people,Prison,,Prisoner employment,Non-Indigenous,,,,Derived from State and territory governments (unpublished),%,87.7,93.5,70.1,88.1,80.4,62.3,91.4,86.1,84.1
8A.10,2020-21,Prisoner employment,Adults,All people,Non-Indigenous people,Prison,,Prisoner employment,Non-Indigenous,,,,Derived from State and territory governments (unpublished),%,88.6,94.4,69.4,86.9,75.7,56.5,87.8,89.2,83.8
8A.10,2019-20,Prisoner employment,Adults,All people,Non-Indigenous people,Prison,,Prisoner employment,Non-Indigenous,,,,Derived from State and territory governments (unpublished),%,87.4,93.1,72.6,87.6,82.8,54.9,83.3,92.5,84.7
8A.10,2018-19,Prisoner employment,Adults,All people,Non-Indigenous people,Prison,,Prisoner employment,Non-Indigenous,,,,Derived from State and territory governments (unpublished),%,85.7,91.9,74.8,78.3,87.1,64.6,86.1,80.7,83.3
8A.17,2022-23,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,5,0,2,0,1,0,1,0,9
8A.17,2022-23,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.06,0,0.03,0,0.05,0,0.36,0,0.03
8A.17,2021-22,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,7,1,0,1,0,2,1,0,12
8A.17,2021-22,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.08,0.02,0,0.03,0,0.42,0.35,0,0.04
8A.17,2020-21,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,12,2,4,3,0,0,0,0,21
8A.17,2020-21,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.13,0.03,0.06,0.08,0,0,0,0,0.07
8A.17,2019-20,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,9,3,5,1,0,0,0,2,20
8A.17,2019-20,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.09,0.04,0.09,0.02,0,0,0,0.68,0.07
8A.17,2018-19,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,11,6,4,4,0,1,0,0,26
8A.17,2018-19,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.11,0.08,0.07,0.09,0,0.19,0,0,0.08
8A.17,2017-18,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,7,5,2,0,1,0,0,1,16
8A.17,2017-18,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.07,0.08,0.03,0,0.04,0,0,0.36,0.05
8A.17,2016-17,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,12,4,0,0,0,0,1,0,17
8A.17,2016-17,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.12,0.06,0,0,0,0,0.29,0,0.06
8A.17,2015-16,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,5,1,2,3,2,0,0,1,14
8A.17,2015-16,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.05,0.02,0.04,0.08,0.09,0,0,0.37,0.05
8A.17,2014-15,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,2,3,1,2,3,2,0,0,13
8A.17,2014-15,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.02,0.05,0.02,0.06,0.15,0.51,0,0,0.05
8A.17,2013-14,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Number,Non-Indigenous prisoners,,,State and territory governments (unpublished),no.,4,0,2,5,2,0,1,1,15
8A.17,2013-14,Deaths from apparent unnatural causes,Adults,All people,Non-Indigenous people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Non-Indigenous prisoners,,,Derived from State and territory governments (unpublished),rate,0.05,0,0.04,0.17,0.11,0,0.38,0.49,0.06
8A.21,2022-23,Completion of community corrections orders,Adults,All people,Non-Indigenous people,Community correction,,Completion of community corrections orders,Non-Indigenous,,,,Derived from State and territory governments (unpublished),%,81,53.9,83.4,76.6,73.6,81.2,84.2,84.8,78.6
