Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Service_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
17A.17,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,13.9,13.6,na,28.7,20.7,16.1,1.6,
17A.17,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,31,69,30,5,9,10,np,12,
17A.17,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,8.6,18,8.5,4.8,15.7,57,np,150.6,
17A.17,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,127,na,16,0,np,0,
17A.17,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,12.6,na,13.8,0,np,0,
17A.17,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,69,157,na,25,10,np,12,
17A.17,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,15.6,15.6,na,21.5,30.5,np,6.5,
17A.17,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,40,78,39,5,12,12,0,4,
17A.17,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,9.3,14.7,13.4,5.4,28.1,59,0,84.7,
17A.17,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,103,na,19,0,7,0,
17A.17,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,12.3,na,19.9,0,21.6,0,
17A.17,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,78,142,na,31,12,7,4,
17A.17,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,13.1,17,na,32.4,35.7,21.6,3.5,
17A.17,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,55,85,13,24,16,18,2,0,
17A.17,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,11,14.5,6.2,22.1,26.4,53.5,5.4,0,
17A.17,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,15,na,11,0,6,9,
17A.17,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,2,na,8.7,0,10.7,10.2,
17A.17,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,85,28,na,27,18,8,9,
17A.17,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,12.5,3.8,na,21.3,31.9,14.2,10.2,
17A.17,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,58,79,13,17,4,13,0,0,
17A.17,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,12,13.5,6,14.9,6.8,49.9,0,0,
17A.17,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,19,na,2,4,3,8,
17A.17,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,2.4,na,1.4,9.5,7.5,6.3,
17A.17,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,79,32,na,6,17,3,8,
17A.17,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,11.3,4.1,na,4.2,40.6,7.5,6.3,
17A.17,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,37,25,14,14,7,13,0,0,
17A.17,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,6.9,4,7,9.4,11.4,46.2,0,0,
17A.17,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,12,na,1,13,4,0,
17A.17,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,1.6,na,0.6,31.3,7.4,0,
17A.17,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,25,26,na,8,26,4,0,
17A.17,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,3.4,3.5,na,4.9,62.7,7.4,0,
17A.17,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,46,40,5,na,5,12,2,2,
17A.17,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,10,6.9,2.7,na,7.6,39.9,6.6,25.2,
